trip_id,starttime,stoptime,bikeid,left(bikeid,right bikeid,tripduration,from_station_name,to_station_name,from_station_id,to_station_id,usertype,gender,birthyear
10008,11/5/14 12:29,11/5/14 12:38,SEA00426,SEA,00426,544.748,REI / Yale Ave N & John St,7th Ave & Union St,SLU-01,CBD-03,Short-Term Pass Holder,NULL,NULL
130695,8/18/15 8:40,8/18/15 8:48,SEA00179,SEA,00179,465.594,Pine St & 9th Ave,9th Ave N & Mercer St,SLU-16,DPD-01,Annual Member,Male,1973
134117,8/23/15 22:41,8/23/15 22:47,SEA00314,SEA,00314,356.619,2nd Ave & Pine St,2nd Ave & Blanchard St,CBD-13,BT-05,Short-Term Pass Holder,NULL,NULL
97712,6/26/15 17:22,6/26/15 17:27,SEA00458,SEA,00458,308.032,2nd Ave & Spring St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,CBD-06,PS-05,Annual Member,Male,1960
136721,8/28/15 11:58,8/28/15 12:22,SEA00023,SEA,00023,1431.324,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St,WF-01,WF-01,Short-Term Pass Holder,NULL,NULL
27844,1/13/15 8:41,1/13/15 8:54,SEA00424,SEA,00424,761.121,Dexter Ave N & Aloha St,REI / Yale Ave N & John St,SLU-02,SLU-01,Annual Member,Male,1987
43960,3/6/15 18:25,3/6/15 18:34,SEA00284,SEA,00284,499.76,PATH / 9th Ave & Westlake Ave,3rd Ave & Broad St,SLU-07,BT-01,Annual Member,Female,1955
43046,3/4/15 9:47,3/4/15 9:54,SEA00368,SEA,00368,438.494,Dexter Ave N & Aloha St,2nd Ave & Vine St,SLU-02,BT-03,Short-Term Pass Holder,NULL,NULL
96851,6/25/15 9:51,6/25/15 9:58,SEA00361,SEA,00361,417.71,1st Ave & Marion St,Pier 69 / Alaskan Way & Clay St,CBD-05,WF-01,Annual Member,Male,1976
71213,5/9/15 19:15,5/9/15 19:33,SEA00224,SEA,00224,1071.534,Westlake Ave & 6th Ave,Westlake Ave & 6th Ave,SLU-15,SLU-15,Short-Term Pass Holder,NULL,NULL
97454,6/26/15 10:11,6/26/15 11:18,SEA00081,SEA,00081,3999.376,E Harrison St & Broadway Ave E,E Harrison St & Broadway Ave E,CH-02,CH-02,Short-Term Pass Holder,NULL,NULL
127672,8/12/15 19:41,8/12/15 19:49,SEA00466,SEA,00466,490.061,Westlake Ave & 6th Ave,Dexter Ave N & Aloha St,SLU-15,SLU-02,Annual Member,Male,1983
79998,5/27/15 12:17,5/27/15 12:55,SEA00205,SEA,00205,2331.698,2nd Ave & Spring St,7th Ave & Union St,CBD-06,CBD-03,Short-Term Pass Holder,NULL,NULL
11635,11/9/14 8:31,11/9/14 8:33,SEA00218,SEA,00218,155.224,Harvard Ave & E Pine St,Pine St & 9th Ave,CH-09,SLU-16,Annual Member,Female,1992
105033,7/8/15 17:06,7/8/15 17:17,SEA00174,SEA,00174,673.666,2nd Ave & Spring St,3rd Ave & Broad St,CBD-06,BT-01,Annual Member,Male,1986
110022,7/16/15 9:05,7/16/15 9:11,SEA00127,SEA,00127,367.952,3rd Ave & Broad St,2nd Ave & Spring St,BT-01,CBD-06,Annual Member,Male,1984
128340,8/13/15 19:28,8/13/15 19:36,SEA00058,SEA,00058,479.134,REI / Yale Ave N & John St,E Blaine St & Fairview Ave E,SLU-01,EL-03,Annual Member,Male,1990
88284,6/10/15 21:03,6/10/15 21:09,SEA00247,SEA,00247,397.57,Key Arena / 1st Ave N & Harrison St,9th Ave N & Mercer St,SLU-19,DPD-01,Annual Member,Male,1977
41808,2/28/15 14:55,2/28/15 15:07,SEA00131,SEA,00131,736.398,Dexter Ave & Denny Way,3rd Ave & Broad St,SLU-18,BT-01,Short-Term Pass Holder,NULL,NULL
147203,9/21/15 7:27,9/21/15 7:43,SEA00265,SEA,00265,961.268,2nd Ave & Blanchard St,E Blaine St & Fairview Ave E,BT-05,EL-03,Annual Member,Female,1964
143315,9/11/15 20:36,9/11/15 21:11,SEA00171,SEA,00171,2085.621,3rd Ave & Broad St,Pine St & 9th Ave,BT-01,SLU-16,Short-Term Pass Holder,NULL,NULL
111035,7/17/15 15:08,7/17/15 15:15,SEA00327,SEA,00327,393.356,Frye Art Museum / Terry Ave & Columbia St,Pine St & 9th Ave,FH-01,SLU-16,Annual Member,Female,1982
98295,6/27/15 20:00,6/27/15 22:52,SEA00127,SEA,00127,10286.881,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,UD-01,UD-01,Short-Term Pass Holder,NULL,NULL
56235,4/9/15 17:05,4/9/15 17:28,SEA00301,SEA,00301,1392.516,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,6th Ave S & S King St,WF-04,ID-04,Short-Term Pass Holder,NULL,NULL
114305,7/22/15 17:22,7/22/15 17:28,SEA00440,SEA,00440,412.427,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,Republican St & Westlake Ave N,EL-01,SLU-04,Annual Member,Male,1986
87031,6/8/15 17:09,6/8/15 17:17,SEA00343,SEA,00343,513.51,Bellevue Ave & E Pine St,Pine St & 9th Ave,CH-12,SLU-16,Short-Term Pass Holder,NULL,NULL
85892,6/6/15 16:18,6/6/15 16:44,SEA00170,SEA,00170,1549.028,Key Arena / 1st Ave N & Harrison St,3rd Ave & Broad St,SLU-19,BT-01,Short-Term Pass Holder,NULL,NULL
150919,9/28/15 18:01,9/28/15 18:24,SEA00139,SEA,00139,1377.932,Union St & 4th Ave,Occidental Park / Occidental Ave S & S Washington St,CBD-04,PS-04,Short-Term Pass Holder,NULL,NULL
45545,3/10/15 16:24,3/10/15 16:53,SEA00052,SEA,00052,1743.792,15th Ave E & E Thomas St,E Harrison St & Broadway Ave E,CH-05,CH-02,Annual Member,Male,1987
21704,12/15/14 12:24,12/15/14 12:30,SEA00242,SEA,00242,314.978,Key Arena / 1st Ave N & Harrison St,2nd Ave & Vine St,SLU-19,BT-03,Annual Member,Male,1956
142373,9/10/15 12:41,9/10/15 12:56,SEA00414,SEA,00414,894.668,Union St & 4th Ave,Occidental Park / Occidental Ave S & S Washington St,CBD-04,PS-04,Short-Term Pass Holder,NULL,NULL
19950,12/8/14 11:38,12/8/14 11:49,SEA00481,SEA,00481,692.646,E Pine St & 16th Ave,City Hall / 4th Ave & James St,CH-07,CBD-07,Annual Member,Male,1985
28843,1/16/15 15:43,1/16/15 15:52,SEA00088,SEA,00088,517.89,2nd Ave & Spring St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,CBD-06,PS-05,Short-Term Pass Holder,NULL,NULL
33702,2/2/15 17:21,2/2/15 17:28,SEA00166,SEA,00166,463.141,City Hall / 4th Ave & James St,2nd Ave & Pine St,CBD-07,CBD-13,Annual Member,Male,1974
88345,6/11/15 7:12,6/11/15 7:22,SEA00428,SEA,00428,609.151,E Pine St & 16th Ave,2nd Ave & Blanchard St,CH-07,BT-05,Annual Member,Male,1985
118992,7/30/15 10:28,7/30/15 10:35,SEA00455,SEA,00455,460.27,Dexter Ave N & Aloha St,PATH / 9th Ave & Westlake Ave,SLU-02,SLU-07,Annual Member,Male,1983
60420,4/19/15 12:03,4/19/15 12:25,SEA00341,SEA,00341,1297.917,15th Ave NE & NE 40th St,NE 47th St & 12th Ave NE,UW-04,UD-07,Short-Term Pass Holder,NULL,NULL
65460,4/28/15 9:06,4/28/15 9:10,SEA00135,SEA,00135,241.737,Pine St & 9th Ave,PATH / 9th Ave & Westlake Ave,SLU-16,SLU-07,Annual Member,Male,1987
144267,9/14/15 9:12,9/14/15 9:19,SEA00436,SEA,00436,441.262,E Harrison St & Broadway Ave E,Terry Ave & Stewart St,CH-02,SLU-20,Annual Member,Male,1992
93761,6/19/15 17:09,6/19/15 17:11,SEA00209,SEA,00209,133.338,12th Ave & E Mercer St,E Harrison St & Broadway Ave E,CH-15,CH-02,Short-Term Pass Holder,NULL,NULL
81887,5/30/15 11:34,5/30/15 12:04,SEA00321,SEA,00321,1803.578,1st Ave & Marion St,2nd Ave & Blanchard St,CBD-05,BT-05,Short-Term Pass Holder,NULL,NULL
82065,5/30/15 14:12,5/30/15 14:20,SEA00150,SEA,00150,482.442,NE 47th St & 12th Ave NE,UW Intramural Activities Building,UD-07,UW-07,Annual Member,Male,1991
111137,7/17/15 17:00,7/17/15 19:47,SEA00237,SEA,00237,9982.064,City Hall / 4th Ave & James St,City Hall / 4th Ave & James St,CBD-07,CBD-07,Short-Term Pass Holder,NULL,NULL
63960,4/25/15 9:00,4/25/15 9:15,SEA00473,SEA,00473,883.235,2nd Ave & Pine St,Lake Union Park / Valley St & Boren Ave N,CBD-13,SLU-17,Short-Term Pass Holder,NULL,NULL
27098,1/9/15 16:31,1/9/15 16:45,SEA00069,SEA,00069,851.54,City Hall / 4th Ave & James St,REI / Yale Ave N & John St,CBD-07,SLU-01,Annual Member,Male,1978
20578,12/11/14 7:58,12/11/14 8:05,SEA00236,SEA,00236,438.945,Westlake Ave & 6th Ave,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,SLU-15,EL-01,Annual Member,Male,1971
81715,5/29/15 20:31,5/29/15 20:51,SEA00476,SEA,00476,1182.223,15th Ave E & E Thomas St,15th Ave E & E Thomas St,CH-05,CH-05,Short-Term Pass Holder,NULL,NULL
63956,4/25/15 8:53,4/25/15 8:56,SEA00150,SEA,00150,183.482,E Harrison St & Broadway Ave E,Harvard Ave & E Pine St,CH-02,CH-09,Annual Member,Male,1969
95972,6/23/15 17:43,6/23/15 17:46,SEA00276,SEA,00276,180.654,REI / Yale Ave N & John St,Terry Ave & Stewart St,SLU-01,SLU-20,Annual Member,Male,1987
133313,8/22/15 13:15,8/22/15 20:12,SEA00091,SEA,00091,24988.149,15th Ave E & E Thomas St,NE 47th St & 12th Ave NE,CH-05,UD-07,Short-Term Pass Holder,NULL,NULL
80176,5/27/15 16:57,5/27/15 17:07,SEA00328,SEA,00328,585.089,3rd Ave & Broad St,2nd Ave & Pine St,BT-01,CBD-13,Annual Member,Female,1965
134887,8/25/15 8:47,8/25/15 8:55,SEA00236,SEA,00236,506.399,Bellevue Ave & E Pine St,PATH / 9th Ave & Westlake Ave,CH-12,SLU-07,Annual Member,Male,1988
44551,3/8/15 11:18,3/8/15 11:46,SEA00159,SEA,00159,1655.053,7th Ave & Union St,3rd Ave & Broad St,CBD-03,BT-01,Short-Term Pass Holder,NULL,NULL
122115,8/4/15 9:10,8/4/15 9:16,SEA00375,SEA,00375,366.843,15th Ave E & E Thomas St,Bellevue Ave & E Pine St,CH-05,CH-12,Annual Member,Male,1983
80570,5/28/15 9:25,5/28/15 9:34,SEA00377,SEA,00377,531.356,Pine St & 9th Ave,Republican St & Westlake Ave N,SLU-16,SLU-04,Annual Member,Male,1972
100517,7/1/15 23:20,7/1/15 23:31,SEA00445,SEA,00445,626.836,15th Ave NE & NE 40th St,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,UW-04,UD-01,Short-Term Pass Holder,NULL,NULL
60290,4/19/15 9:52,4/19/15 10:24,SEA00364,SEA,00364,1910.602,Frye Art Museum / Terry Ave & Columbia St,2nd Ave & Pine St,FH-01,CBD-13,Short-Term Pass Holder,NULL,NULL
128351,8/13/15 19:41,8/13/15 19:46,SEA00169,SEA,00169,260.456,3rd Ave & Broad St,2nd Ave & Blanchard St,BT-01,BT-05,Annual Member,Male,1962
13422,11/13/14 19:05,11/13/14 19:11,SEA00442,SEA,00442,328.302,15th Ave E & E Thomas St,Seattle University / E Columbia St & 12th Ave,CH-05,FH-04,Annual Member,Male,1981
122483,8/4/15 17:41,8/4/15 17:59,SEA00071,SEA,00071,1083.112,6th Ave & Blanchard St,E Pine St & 16th Ave,BT-04,CH-07,Annual Member,Female,1985
112138,7/19/15 7:36,7/19/15 7:51,SEA00024,SEA,00024,881.089,Pine St & 9th Ave,Frye Art Museum / Terry Ave & Columbia St,SLU-16,FH-01,Short-Term Pass Holder,NULL,NULL
138639,9/2/15 12:07,9/2/15 12:15,SEA00417,SEA,00417,490.033,7th Ave & Union St,Summit Ave & E Denny Way,CBD-03,CH-01,Annual Member,Male,1980
66861,5/1/15 17:53,5/1/15 17:54,SEA00049,SEA,00049,74.612,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St,WF-01,WF-01,Short-Term Pass Holder,NULL,NULL
119523,7/31/15 8:50,7/31/15 8:54,SEA00150,SEA,00150,275.055,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,1st Ave & Marion St,PS-05,CBD-05,Annual Member,Male,1956
31644,1/26/15 17:08,1/26/15 17:38,SEA00038,SEA,00038,1794.08,12th Ave & NE Campus Pkwy,REI / Yale Ave N & John St,UD-04,SLU-01,Annual Member,Male,1986
16596,11/23/14 17:26,11/23/14 17:29,SEA00334,SEA,00334,148.476,Harvard Ave & E Pine St,Pine St & 9th Ave,CH-09,SLU-16,Annual Member,Male,1984
76786,5/21/15 8:35,5/21/15 8:59,SEA00390,SEA,00390,1465.939,Lake Union Park / Valley St & Boren Ave N,12th Ave & NE Campus Pkwy,SLU-17,UD-04,Annual Member,Male,1983
49795,3/24/15 9:49,3/24/15 9:57,SEA00390,SEA,00390,490.925,2nd Ave & Vine St,2nd Ave & Pine St,BT-03,CBD-13,Annual Member,Male,1989
100254,7/1/15 14:36,7/1/15 14:48,SEA00444,SEA,00444,755.621,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Occidental Park / Occidental Ave S & S Washington St,WF-04,PS-04,Short-Term Pass Holder,NULL,NULL
136778,8/28/15 14:07,8/28/15 14:45,SEA00500,SEA,00500,2258.863,Pier 69 / Alaskan Way & Clay St,Key Arena / 1st Ave N & Harrison St,WF-01,SLU-19,Short-Term Pass Holder,NULL,NULL
74740,5/17/15 13:51,5/17/15 13:58,SEA00495,SEA,00495,416.624,1st Ave & Marion St,Pier 69 / Alaskan Way & Clay St,CBD-05,WF-01,Short-Term Pass Holder,NULL,NULL
117603,7/28/15 11:14,7/28/15 11:27,SEA00326,SEA,00326,748.071,Union St & 4th Ave,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,CBD-04,PS-05,Short-Term Pass Holder,NULL,NULL
113454,7/21/15 12:10,7/21/15 12:18,SEA00281,SEA,00281,484.955,Cal Anderson Park / 11th Ave & Pine St,E Harrison St & Broadway Ave E,CH-08,CH-02,Short-Term Pass Holder,NULL,NULL
114214,7/22/15 16:09,7/22/15 16:28,SEA00481,SEA,00481,1141.883,Key Arena / 1st Ave N & Harrison St,2nd Ave & Spring St,SLU-19,CBD-06,Short-Term Pass Holder,NULL,NULL
98355,6/27/15 22:30,6/27/15 22:49,SEA00329,SEA,00329,1119.183,12th Ave & NE Campus Pkwy,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,UD-04,UW-10,Short-Term Pass Holder,NULL,NULL
24294,12/27/14 14:13,12/27/14 14:53,SEA00275,SEA,00275,2377.129,Eastlake Ave E & E Allison St,Eastlake Ave E & E Allison St,EL-05,EL-05,Short-Term Pass Holder,NULL,NULL
129246,8/15/15 17:37,8/15/15 17:53,SEA00154,SEA,00154,1002.647,Lake Union Park / Valley St & Boren Ave N,3rd Ave & Broad St,SLU-17,BT-01,Short-Term Pass Holder,NULL,NULL
15745,11/20/14 17:23,11/20/14 17:40,SEA00354,SEA,00354,999.788,E Blaine St & Fairview Ave E,Dexter Ave & Denny Way,EL-03,SLU-18,Annual Member,Male,1980
39723,2/21/15 16:34,2/21/15 16:42,SEA00268,SEA,00268,486.213,UW McCarty Hall / Whitman Ct,15th Ave NE & NE 40th St,UW-01,UW-04,Short-Term Pass Holder,NULL,NULL
152292,10/1/15 14:33,10/1/15 15:02,SEA00449,SEA,00449,1765.509,Summit Ave E & E Republican St,1st Ave & Marion St,CH-03,CBD-05,Short-Term Pass Holder,NULL,NULL
129623,8/16/15 13:08,8/16/15 13:14,SEA00065,SEA,00065,338.582,Dexter Ave N & Aloha St,Dexter Ave N & Aloha St,SLU-02,SLU-02,Annual Member,Male,1985
88886,6/11/15 19:12,6/11/15 19:26,SEA00232,SEA,00232,870.132,Key Arena / 1st Ave N & Harrison St,Westlake Ave & 6th Ave,SLU-19,SLU-15,Short-Term Pass Holder,NULL,NULL
90195,6/13/15 19:45,6/13/15 20:58,SEA00310,SEA,00310,4348.428,Pier 69 / Alaskan Way & Clay St,Key Arena / 1st Ave N & Harrison St,WF-01,SLU-19,Short-Term Pass Holder,NULL,NULL
155361,10/8/15 16:01,10/8/15 16:06,SEA00096,SEA,00096,331.045,Frye Art Museum / Terry Ave & Columbia St,2nd Ave & Spring St,FH-01,CBD-06,Annual Member,Male,1966
122149,8/4/15 9:50,8/4/15 10:15,SEA00254,SEA,00254,1450.749,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Occidental Park / Occidental Ave S & S Washington St,WF-04,PS-04,Annual Member,Male,1977
52959,4/1/15 11:41,4/1/15 12:01,SEA00032,SEA,00032,1237.841,15th Ave NE & NE 40th St,15th Ave NE & NE 40th St,UW-04,UW-04,Short-Term Pass Holder,NULL,NULL
66767,5/1/15 15:45,5/1/15 15:55,SEA00189,SEA,00189,587.642,3rd Ave & Broad St,2nd Ave & Pine St,BT-01,CBD-13,Annual Member,Male,1989
17788,11/29/14 18:42,11/29/14 18:57,SEA00349,SEA,00349,927.002,1st Ave & Marion St,Westlake Ave & 6th Ave,CBD-05,SLU-15,Short-Term Pass Holder,NULL,NULL
3680,10/19/14 16:07,10/19/14 16:46,SEA00334,SEA,00334,2349.349,Pier 69 / Alaskan Way & Clay St,Westlake Ave & 6th Ave,WF-01,SLU-15,Short-Term Pass Holder,NULL,NULL
147972,9/22/15 17:30,9/22/15 17:35,SEA00432,SEA,00432,332.705,15th Ave NE & NE 40th St,Eastlake Ave E & E Allison St,UW-04,EL-05,Annual Member,Male,1988
10653,11/7/14 13:22,11/7/14 13:29,SEA00420,SEA,00420,466.567,Occidental Park / Occidental Ave S & S Washington St,2nd Ave & Spring St,PS-04,CBD-06,Short-Term Pass Holder,NULL,NULL
90333,6/14/15 0:48,6/14/15 1:51,SEA00327,SEA,00327,3811.366,Key Arena / 1st Ave N & Harrison St,Key Arena / 1st Ave N & Harrison St,SLU-19,SLU-19,Short-Term Pass Holder,NULL,NULL
16555,11/23/14 15:57,11/23/14 16:09,SEA00307,SEA,00307,745.613,E Blaine St & Fairview Ave E,Dexter Ave & Denny Way,EL-03,SLU-18,Short-Term Pass Holder,NULL,NULL
96322,6/24/15 12:41,6/24/15 13:04,SEA00324,SEA,00324,1391.417,PATH / 9th Ave & Westlake Ave,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,SLU-07,PS-05,Short-Term Pass Holder,NULL,NULL
40802,2/25/15 7:44,2/25/15 7:52,SEA00118,SEA,00118,456.478,12th Ave & E Mercer St,Republican St & Westlake Ave N,CH-15,SLU-04,Annual Member,Male,1988
154156,10/5/15 14:07,10/5/15 14:15,SEA00492,SEA,00492,438.473,Lake Union Park / Valley St & Boren Ave N,9th Ave N & Mercer St,SLU-17,DPD-01,Annual Member,Female,1969
10912,11/7/14 21:52,11/7/14 22:35,SEA00282,SEA,00282,2566.59,15th Ave NE & NE 40th St,UW McCarty Hall / Whitman Ct,UW-04,UW-01,Short-Term Pass Holder,NULL,NULL
151658,9/30/15 8:37,9/30/15 8:47,SEA00471,SEA,00471,600.374,Pier 69 / Alaskan Way & Clay St,1st Ave & Marion St,WF-01,CBD-05,Annual Member,Other,1957
13407,11/13/14 18:22,11/13/14 18:28,SEA00227,SEA,00227,346.326,3rd Ave & Broad St,PATH / 9th Ave & Westlake Ave,BT-01,SLU-07,Annual Member,Male,1969
54802,4/6/15 10:06,4/6/15 10:16,SEA00173,SEA,00173,608.129,2nd Ave & Spring St,REI / Yale Ave N & John St,CBD-06,SLU-01,Annual Member,Male,1970
39264,2/20/15 15:35,2/20/15 15:40,SEA00310,SEA,00310,300.558,2nd Ave & Blanchard St,7th Ave & Union St,BT-05,CBD-03,Annual Member,Male,1987
145105,9/16/15 6:45,9/16/15 7:16,SEA00316,SEA,00316,1850.144,Harvard Ave & E Pine St,2nd Ave & Pine St,CH-09,CBD-13,Short-Term Pass Holder,NULL,NULL
28883,1/16/15 17:22,1/16/15 17:50,SEA00028,SEA,00028,1705.418,UW Intramural Activities Building,15th Ave NE & NE 40th St,UW-07,UW-04,Annual Member,Male,1992
46983,3/14/15 14:50,3/14/15 15:08,SEA00464,SEA,00464,1047.929,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,UD-01,UD-01,Short-Term Pass Holder,NULL,NULL
100031,7/1/15 8:22,7/1/15 8:39,SEA00182,SEA,00182,998.538,15th Ave E & E Thomas St,12th Ave & NE Campus Pkwy,CH-05,UD-04,Annual Member,Male,1975
124554,8/7/15 19:18,8/7/15 19:43,SEA00107,SEA,00107,1448.181,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St,WF-01,WF-01,Short-Term Pass Holder,NULL,NULL
115608,7/24/15 17:37,7/24/15 17:54,SEA00352,SEA,00352,1017.671,6th Ave & Blanchard St,Occidental Park / Occidental Ave S & S Washington St,BT-04,PS-04,Short-Term Pass Holder,NULL,NULL
9377,11/3/14 23:58,11/4/14 0:04,SEA00104,SEA,00104,348.813,12th Ave & E Mercer St,E Pine St & 16th Ave,CH-15,CH-07,Annual Member,Male,1983
43235,3/4/15 17:52,3/4/15 18:02,SEA00259,SEA,00259,611.701,1st Ave & Marion St,2nd Ave & Vine St,CBD-05,BT-03,Annual Member,Female,1984
96396,6/24/15 14:50,6/24/15 15:08,SEA00463,SEA,00463,1055.864,12th Ave & NE Campus Pkwy,Eastlake Ave E & E Allison St,UD-04,EL-05,Short-Term Pass Holder,NULL,NULL
74913,5/17/15 17:59,5/17/15 18:23,SEA00478,SEA,00478,1452.852,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St,WF-01,WF-01,Short-Term Pass Holder,NULL,NULL
30145,1/21/15 16:45,1/21/15 16:56,SEA00465,SEA,00465,651.581,2nd Ave & Spring St,Cal Anderson Park / 11th Ave & Pine St,CBD-06,CH-08,Annual Member,Male,1983
21267,12/13/14 15:53,12/13/14 16:08,SEA00093,SEA,00093,918.616,Bellevue Ave & E Pine St,2nd Ave & Pine St,CH-12,CBD-13,Short-Term Pass Holder,NULL,NULL
84815,6/4/15 18:53,6/4/15 18:58,SEA00273,SEA,00273,310.772,REI / Yale Ave N & John St,Westlake Ave & 6th Ave,SLU-01,SLU-15,Annual Member,Male,1980
107024,7/11/15 16:19,7/11/15 16:46,SEA00451,SEA,00451,1634.509,E Blaine St & Fairview Ave E,Key Arena / 1st Ave N & Harrison St,EL-03,SLU-19,Short-Term Pass Holder,NULL,NULL
12233,11/10/14 16:46,11/10/14 16:53,SEA00465,SEA,00465,430.367,PATH / 9th Ave & Westlake Ave,Dexter Ave N & Aloha St,SLU-07,SLU-02,Annual Member,Male,1971
152508,10/1/15 23:16,10/1/15 23:21,SEA00328,SEA,00328,290.138,NE 42nd St & University Way NE,12th Ave & NE Campus Pkwy,UD-02,UD-04,Annual Member,Male,1995
4570,10/21/14 15:29,10/21/14 15:32,SEA00489,SEA,00489,189.121,Burke Museum / E Stevens Way NE & Memorial Way NE,15th Ave NE & NE 40th St,UW-02,UW-04,Annual Member,Female,1965
121268,8/2/15 20:08,8/2/15 20:43,SEA00201,SEA,00201,2066.692,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,3rd Ave & Broad St,WF-04,BT-01,Short-Term Pass Holder,NULL,NULL
2652,10/18/14 0:41,10/18/14 0:44,SEA00314,SEA,00314,161.824,Cal Anderson Park / 11th Ave & Pine St,Bellevue Ave & E Pine St,CH-08,CH-12,Annual Member,Male,1987
44639,3/8/15 13:29,3/8/15 13:41,SEA00292,SEA,00292,729.437,Eastlake Ave E & E Allison St,Lake Union Park / Valley St & Boren Ave N,EL-05,SLU-17,Short-Term Pass Holder,NULL,NULL
84175,6/3/15 17:25,6/3/15 17:41,SEA00289,SEA,00289,939.795,Occidental Park / Occidental Ave S & S Washington St,12th Ave & E Yesler Way,PS-04,CD-01,Annual Member,Female,1970
121975,8/3/15 21:33,8/3/15 21:45,SEA00385,SEA,00385,736.619,3rd Ave & Broad St,3rd Ave & Broad St,BT-01,BT-01,Short-Term Pass Holder,NULL,NULL
150063,9/26/15 18:46,9/26/15 19:01,SEA00356,SEA,00356,897.903,Pier 69 / Alaskan Way & Clay St,2nd Ave & Spring St,WF-01,CBD-06,Short-Term Pass Holder,NULL,NULL
58144,4/15/15 18:07,4/15/15 18:31,SEA00490,SEA,00490,1455.035,6th Ave S & S King St,12th Ave & E Denny Way,ID-04,CH-06,Annual Member,Male,1973
127407,8/12/15 14:57,8/12/15 15:24,SEA00030,SEA,00030,1580.977,Burke Museum / E Stevens Way NE & Memorial Way NE,Burke Museum / E Stevens Way NE & Memorial Way NE,UW-02,UW-02,Short-Term Pass Holder,NULL,NULL
12468,11/11/14 9:32,11/11/14 9:35,SEA00467,SEA,00467,203.385,REI / Yale Ave N & John St,PATH / 9th Ave & Westlake Ave,SLU-01,SLU-07,Annual Member,Male,1953
33804,2/3/15 7:52,2/3/15 8:02,SEA00353,SEA,00353,578.123,Summit Ave & E Denny Way,2nd Ave & Spring St,CH-01,CBD-06,Annual Member,Female,1991
43872,3/6/15 15:58,3/6/15 16:01,SEA00180,SEA,00180,150.367,Lake Union Park / Valley St & Boren Ave N,Lake Union Park / Valley St & Boren Ave N,SLU-17,SLU-17,Short-Term Pass Holder,NULL,NULL
129501,8/16/15 11:16,8/16/15 11:18,SEA00028,SEA,00028,120.6,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,WF-04,WF-04,Short-Term Pass Holder,NULL,NULL
68877,5/6/15 10:04,5/6/15 10:21,SEA00453,SEA,00453,1038.106,E Blaine St & Fairview Ave E,15th Ave NE & NE 40th St,EL-03,UW-04,Short-Term Pass Holder,NULL,NULL
8110,11/1/14 3:25,11/1/14 3:47,SEA00172,SEA,00172,1299.826,2nd Ave & Pine St,2nd Ave & Spring St,CBD-13,CBD-06,Short-Term Pass Holder,NULL,NULL
73382,5/14/15 17:46,5/14/15 20:04,SEA00262,SEA,00262,8325.727,15th Ave NE & NE 40th St,Pine St & 9th Ave,UW-04,SLU-16,Short-Term Pass Holder,NULL,NULL
69329,5/7/15 9:47,5/7/15 9:49,SEA00090,SEA,00090,155.328,NE 42nd St & University Way NE,15th Ave NE & NE 40th St,UD-02,UW-04,Annual Member,Male,1981
144294,9/14/15 9:47,9/14/15 9:56,SEA00139,SEA,00139,519.964,Eastlake Ave E & E Allison St,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,EL-05,UW-10,Annual Member,Male,1993
41052,2/26/15 8:12,2/26/15 8:21,SEA00463,SEA,00463,514.786,2nd Ave & Pine St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,CBD-13,PS-05,Annual Member,Male,1955
67471,5/2/15 19:28,5/2/15 19:37,SEA00360,SEA,00360,515.25,3rd Ave & Broad St,Pine St & 9th Ave,BT-01,SLU-16,Annual Member,Male,1972
104898,7/8/15 13:48,7/8/15 14:15,SEA00403,SEA,00403,1629.396,Dexter Ave & Denny Way,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,SLU-18,EL-01,Short-Term Pass Holder,NULL,NULL
125787,8/9/15 19:59,8/9/15 20:07,SEA00081,SEA,00081,486.386,2nd Ave & Vine St,Terry Ave & Stewart St,BT-03,SLU-20,Annual Member,Male,1983
